scene,sisdr_enhance,sisdr_mixture,pesq_enhance,pesq_mixture,stoi_enhance,stoi_mixture,haspi_enhance,haspi_mixture,hasqi_enhance,hasqi_mixture
S05981,-0.7553044706583023,-10.233198404312134,0,0,0.6935097648766015,0.49680563267082295,0.00731787,0.0054221135,0.0013216574,0.0053624436
S03933,2.5220614671707153,-13.947376012802124,0,0,0.43614457387293737,0.31394818705671934,0.0048670718,0.011592201,0.006660909,0.005386604
S02010,3.8100317120552063,-5.641834735870361,0,0,0.6997872079468938,0.510108622977989,0.0051629925,0.0058961646,0.004503349,0.0048059104
S00410,-0.38801543414592743,-10.410481691360474,0,0,0.6792060031472033,0.5724155692403818,0.010686863,0.043396775,0.025657823,0.017884737
S04453,-1.2799806892871857,-11.169191598892212,0,0,0.6140486580004715,0.6116483202114094,0.03936404,0.032039694,0.0017086485,0.015006705
S00240,-0.5134019255638123,-13.325825929641724,0,0,0.6510250467024851,0.40926942337788996,0.0064868443,0.0058019212,0.0020544291,0.010021435
S05789,7.748961448669434,-7.878679037094116,0,0,0.7908103915342952,0.41190852534615807,0.0055178083,0.005539504,0.022434618,0.012598425
S00575,-2.4034643173217773,-11.235190629959106,0,0,0.6383376600045696,0.48973320946759263,0.016686678,0.017557789,0.010307973,0.004906358
S03603,12.416363954544067,2.422693967819214,0,0,0.8248826454398106,0.7585477257914445,0.0073560253,0.013126066,0.005254259,0.013948525
S04492,6.181992292404175,-12.077028751373291,0,0,0.7207144632624104,0.5429213399955577,0.02337978,0.025101304,0.004475101,0.0054753176
S04110,4.794881641864777,-13.323779106140137,0,0,0.7292402159667558,0.6245730240905,0.011168416,0.0062686657,0.005383807,0.00817131
S00975,1.3462769985198975,-10.107204914093018,0,0,0.6677663715255542,0.5375637289779528,0.0044287317,0.0067793424,0.0061969063,0.00796803
S01160,10.812655687332153,-0.46617768704891205,0,0,0.8913469123422961,0.7873359862774394,0.0061736405,0.0051287906,0.016901808,0.017324511
S05516,7.205724716186523,-6.676878333091736,0,0,0.7988886221602084,0.4512195647154074,0.010563141,0.017383443,0.0069254995,0.005361913
S02551,7.491567134857178,-5.010111331939697,0,0,0.7513291888076826,0.6669039936327694,0.013479556,0.0060128034,0.0066149198,0.014647886
S01950,-2.0195816457271576,-12.997634410858154,0,0,0.3681626199595768,0.39313316144855126,0.007615874,0.006374149,0.011010729,0.00433367
S00631,-12.159745693206787,-17.079145908355713,0,0,0.33197916717502785,0.24265417901451308,0.006222044,0.01318959,0.0146650765,0.015203506
S01033,8.384623527526855,-0.45664552599191666,0,0,0.8849793905206909,0.7997455637314361,0.018644173,0.004751951,0.010306701,0.032504287
S02455,8.703681826591492,0.5804283916950226,0,0,0.7165922660778195,0.6736845737471152,0.0076019648,0.015808892,0.009854995,0.010861331
S05810,9.396604895591736,-1.529923528432846,0,0,0.9581555245673461,0.9166366685404961,0.041508663,0.035480697,0.015065562,0.007910742
S04624,7.37504780292511,-8.211165070533752,0,0,0.6004316324200364,0.5267158848038982,0.011739458,0.008118253,0.016592894,0.017552359
S02701,7.667438387870789,-5.853211879730225,0,0,0.7956172846440024,0.6255701077817393,0.0048138998,0.004519488,0.0024789814,0.0062405807
S02655,9.92603063583374,-1.958702802658081,0,0,0.8249035885982838,0.6618942853657277,0.038999025,0.024576606,0.0144278295,0.014247559
