scene,sisdr_enhance,sisdr_mixture,pesq_enhance,pesq_mixture,stoi_enhance,stoi_mixture,haspi_enhance,haspi_mixture,hasqi_enhance,hasqi_mixture
p250,-23.259501457214355,-1.6890691220760345,0,0,0.21609269973838152,0.6764173621642051,0,0,0,0
p314,-9.616828560829163,13.626381158828735,0,0,0.3793720048098445,0.8885674712631838,0,0,0,0
p295,0.19528569653630257,-1.3593904674053192,0,0,0.4195966002978047,0.7910603534871132,0,0,0,0
p339,-6.388670802116394,12.9453444480896,0,0,0.3853402740350721,0.8993964431239851,0,0,0,0
p248,-4.079961180686951,10.688118934631348,0,0,0.5140985355628187,0.9916207792086813,0,0,0,0
p241,-12.39522933959961,2.9580307006835938,0,0,0.36386519356873537,0.6877357598837075,0,0,0,0
p263,-10.234075784683228,12.563129663467407,0,0,0.4491193129433574,0.9236927934214407,0,0,0,0
p333,-3.064339756965637,13.406651020050049,0,0,0.5043046371388107,0.9865049653685117,0,0,0,0
p279,-6.024004220962524,9.017788767814636,0,0,0.3686339433115706,0.9313560812812532,0,0,0,0
p303,-6.272714138031006,-1.5612106025218964,0,0,0.31993803263557397,0.5745626817631058,0,0,0,0
p334,-10.885014533996582,3.7512093782424927,0,0,0.27147299700636884,0.7131651064075141,0,0,0,0
p302,4.127713441848755,3.145977258682251,0,0,0.5890070998414586,0.8544749695807923,0,0,0,0
p313,-13.068585395812988,8.736070394515991,0,0,0.3403207995256875,0.7109878875814718,0,0,0,0
p292,-1.8030813336372375,-1.8546822667121887,0,0,0.5373756378281427,0.7433900196009913,0,0,0,0
p277,0.28676802292466164,14.614527225494385,0,0,0.662180920353959,0.9832905273171856,0,0,0,0
p279,-11.528691053390503,3.047770857810974,0,0,0.3255832639721534,0.8794556697502665,0,0,0,0
p247,-8.672502040863037,2.9765820503234863,0,0,0.42072693191103494,0.8076625362822483,0,0,0,0
p245,3.3261144161224365,13.027660846710205,0,0,0.7553986482113126,0.8851849642592287,0,0,0,0
p364,-6.376138925552368,13.944916725158691,0,0,0.40779680926330886,0.825164249303894,0,0,0,0
p245,-2.6652416586875916,-1.6980910301208496,0,0,0.487344565055434,0.9200226064235695,0,0,0,0
p293,-9.619473814964294,13.064833879470825,0,0,0.2661779704366082,0.80815070260034,0,0,0,0
p361,-4.934607148170471,3.2696905732154846,0,0,0.4684409297512556,0.8952196338585835,0,0,0,0
p308,-10.061203241348267,-1.3514900207519531,0,0,0.4103956858229621,0.615398681582232,0,0,0,0
p239,2.983027696609497,-0.8888883143663406,0,0,0.6688981404517553,0.929018559033805,0,0,0,0
p272,-5.809187889099121,13.453617095947266,0,0,0.43854206272427493,0.7965532291247412,0,0,0,0
p305,-13.606221675872803,3.7221306562423706,0,0,0.33747050164072995,0.8147634762613075,0,0,0,0
p247,-4.382517337799072,8.574865460395813,0,0,0.4282118242033754,0.9615037209919224,0,0,0,0
p316,-21.315460205078125,-0.7833120971918106,0,0,0.20865200421052982,0.6746500592972767,0,0,0,0
p345,-8.631659746170044,4.024660587310791,0,0,0.26890003658438855,0.7606355257151408,0,0,0,0
p316,-5.978585481643677,13.55187177658081,0,0,0.4762386015885811,0.9721434757350349,0,0,0,0
p263,-5.915094614028931,3.203933537006378,0,0,0.495252072791408,0.7938023328989816,0,0,0,0
p347,6.5560221672058105,10.581294298171997,0,0,0.7067433470821513,0.9640731161166255,0,0,0,0
p279,-6.208487153053284,4.320457577705383,0,0,0.5325374112116292,0.9932711231360156,0,0,0,0
p250,-8.820872902870178,-1.4771266281604767,0,0,0.24950054574900316,0.7179757262934615,0,0,0,0
p363,-3.9138787984848022,9.631625413894653,0,0,0.4232571649391734,0.9597181281438681,0,0,0,0
p268,-16.222580671310425,3.892570734024048,0,0,0.26742579569818437,0.8490313077009874,0,0,0,0
p364,-18.407163619995117,8.706953525543213,0,0,0.1985622881996711,0.7133231961503959,0,0,0,0
p293,-12.82733678817749,-1.9043837487697601,0,0,0.3766874668902631,0.8332244184797978,0,0,0,0
p274,-10.508453845977783,-0.6345491111278534,0,0,0.3573502132931068,0.6319702412637336,0,0,0,0
p284,1.56513512134552,2.8786107897758484,0,0,0.8225855670945379,0.9874470282856294,0,0,0,0
p361,7.547723054885864,6.219181418418884,0,0,0.8470414554037425,0.9311275788213365,0,0,0,0
p236,-13.173484802246094,3.0723586678504944,0,0,0.32732501399270486,0.8021367421477984,0,0,0,0
p234,-7.257322072982788,9.109355807304382,0,0,0.2868137425068179,0.7889537831869671,0,0,0,0
p313,-6.069552302360535,9.686231017112732,0,0,0.5036976720620079,0.9731284512985671,0,0,0,0
p241,-8.077602982521057,1.4643843472003937,0,0,0.2807491707252643,0.5356051947561514,0,0,0,0
p266,-10.087194442749023,-0.5531588196754456,0,0,0.34659535724093604,0.8511204820023205,0,0,0,0
p312,-11.808866262435913,8.094584941864014,0,0,0.33247814916143437,0.906654121958792,0,0,0,0
p284,-15.361255407333374,-1.07802614569664,0,0,0.37364966864717697,0.6392329219094599,0,0,0,0
p255,-0.11233855970203876,14.109258651733398,0,0,0.6590040310949359,0.973543343053585,0,0,0,0
p283,3.2729002833366394,12.928602695465088,0,0,0.5497215719885246,0.8273045988413003,0,0,0,0
p292,-2.319004088640213,13.856912851333618,0,0,0.4953973942384985,0.7662828068949703,0,0,0,0
p236,-8.53027880191803,13.552815914154053,0,0,0.4495236804623936,0.9126061968361269,0,0,0,0
p282,1.677360087633133,-2.108389288187027,0,0,0.5068524547138611,0.6330865566361533,0,0,0,0
p264,1.6969746351242065,13.016742467880249,0,0,0.5662805883796833,0.9167229804536255,0,0,0,0
p316,-12.309706211090088,3.305375874042511,0,0,0.3380203205268363,0.7326870967133992,0,0,0,0
p259,-4.439095854759216,-2.2090914845466614,0,0,0.47078225961722653,0.621828608071957,0,0,0,0
p313,-4.844949543476105,2.4350224435329437,0,0,0.3384836841200787,0.7875010953643556,0,0,0,0
p298,-10.532315969467163,8.588483929634094,0,0,0.24974325610013048,0.7402833741259564,0,0,0,0
p249,7.012315988540649,13.760323524475098,0,0,0.757020791645847,0.8650843213611363,0,0,0,0
p286,-25.263102054595947,3.3163675665855408,0,0,0.2501107694523345,0.8531255394890036,0,0,0,0
p254,-10.688226222991943,1.7095139622688293,0,0,0.4022857041731106,0.7298883255445185,0,0,0,0
p336,0.7842322438955307,4.25095796585083,0,0,0.5227731933484585,0.9516584116404573,0,0,0,0
p237,0.15310835093259811,-0.7152500748634338,0,0,0.6004239188202738,0.759356226324298,0,0,0,0
p376,-12.752397060394287,8.334931135177612,0,0,0.29153282300215333,0.6603600018551408,0,0,0,0
p277,0.2790632098913193,-0.5565478280186653,0,0,0.7557572472330196,0.9061033229924793,0,0,0,0
p245,-6.006346344947815,9.0086030960083,0,0,0.5735360367113314,0.950545810472757,0,0,0,0
p308,-2.9813742637634277,4.616610109806061,0,0,0.5510391887220851,0.977283510043198,0,0,0,0
p284,1.741926521062851,8.294744491577148,0,0,0.6676204206393742,0.905409321310378,0,0,0,0
p227,5.653046369552612,8.400629758834839,0,0,0.7781744656859774,0.9420246449420472,0,0,0,0
p267,-1.337732970714569,14.087918996810913,0,0,0.6370947846048785,0.9492612008217234,0,0,0,0
p273,-4.340646862983704,6.773505806922913,0,0,0.7377410628858627,0.887722729811384,0,0,0,0
p314,2.6624220609664917,14.537700414657593,0,0,0.7061738165762079,0.9252016598463869,0,0,0,0
p233,-5.6180620193481445,-1.5452603995800018,0,0,0.44911486346552415,0.6993839032325835,0,0,0,0
p308,-14.049623012542725,-1.7995540797710419,0,0,0.16030391637193114,0.5619034857358022,0,0,0,0
p227,6.032592058181763,8.116161227226257,0,0,0.741078779062097,0.9277601602215125,0,0,0,0
p313,-15.69361686706543,13.388310670852661,0,0,0.30783134987799005,0.8179919183877781,0,0,0,0
p360,-3.2783079147338867,13.279139995574951,0,0,0.5048091978063423,0.8994312699709911,0,0,0,0
p283,-1.9119244813919067,13.577306270599365,0,0,0.5246817732762261,0.7618574911174135,0,0,0,0
p230,-4.037245512008667,-0.5030392855405807,0,0,0.4876370077532074,0.7383078534685872,0,0,0,0
p307,-7.715434432029724,-2.569698989391327,0,0,0.3661230635145635,0.5931160942255231,0,0,0,0
p227,-2.2897905111312866,12.79222846031189,0,0,0.475539852382898,0.9042345488814941,0,0,0,0
p226,-2.842002511024475,-0.9618689864873886,0,0,0.545543020419876,0.8535763946961102,0,0,0,0
p295,-15.783036947250366,-2.840643525123596,0,0,0.36462000897707697,0.799929383464222,0,0,0,0
p323,-2.8049758076667786,8.65011215209961,0,0,0.6091377029051116,0.8797189814167561,0,0,0,0
p246,-5.685158967971802,-0.7480468600988388,0,0,0.3902779741299994,0.7635704895914476,0,0,0,0
p258,-8.153905868530273,-1.5302059054374695,0,0,0.6267265451045554,0.7625589313682252,0,0,0,0
p273,-7.583741545677185,9.280218482017517,0,0,0.44243827833360794,0.9204142708749189,0,0,0,0
p363,0.27729079127311707,-1.52443528175354,0,0,0.545441973277808,0.7661571604311296,0,0,0,0
p269,-3.6094602942466736,14.177141189575195,0,0,0.4696478391621085,0.9328230899711883,0,0,0,0
p246,-13.230621814727783,-1.024015098810196,0,0,0.37642510619691527,0.7276142894468659,0,0,0,0
p360,-16.00774884223938,-2.0451338589191437,0,0,0.24140207298870503,0.624470696461628,0,0,0,0
p339,-3.749701976776123,4.269534349441528,0,0,0.4631100923102792,0.9279605180550798,0,0,0,0
p255,0.1240900345146656,13.846666812896729,0,0,0.7303282495720393,0.9723734951555955,0,0,0,0
p339,-17.2813081741333,3.51662278175354,0,0,0.16437487328274808,0.8671548089310089,0,0,0,0
p279,-5.175220370292664,-1.8074709177017212,0,0,0.5035956243287515,0.7626675853873227,0,0,0,0
p302,1.1816474795341492,3.1209641695022583,0,0,0.45417363403402966,0.7992370357964536,0,0,0,0
p230,-2.1989674866199493,8.7495356798172,0,0,0.6313087105054377,0.8140919065243882,0,0,0,0
p343,-8.584063649177551,3.6680150032043457,0,0,0.5114889723718972,0.9809082604615883,0,0,0,0
p304,-13.491768836975098,7.782232165336609,0,0,0.31994810173941446,0.7257161993457767,0,0,0,0
p293,-14.066917896270752,2.8248795866966248,0,0,0.2800843339916501,0.6660307961930017,0,0,0,0
p312,-5.381189584732056,-2.229011058807373,0,0,0.5173234652218798,0.7345215471099008,0,0,0,0
p259,-3.611803650856018,4.139887094497681,0,0,0.6218383936449194,0.9885679908735471,0,0,0,0
p230,-1.828276664018631,5.08910596370697,0,0,0.3766118083952726,0.7648768351662646,0,0,0,0
p241,-8.26643168926239,13.723214864730835,0,0,0.4640829660684812,0.9054036528716354,0,0,0,0
p268,-9.8701673746109,13.382006883621216,0,0,0.3921866914892559,0.9928536930046733,0,0,0,0
p264,4.842014014720917,12.996772527694702,0,0,0.6711556267422225,0.9676018958360002,0,0,0,0
p312,-5.922369956970215,9.562485814094543,0,0,0.35400197362356683,0.9855059242185583,0,0,0,0
p274,-6.9419097900390625,-0.5999858304858208,0,0,0.29120738174743493,0.6799682112849524,0,0,0,0
p295,-5.775477290153503,13.152658939361572,0,0,0.47034371782302287,0.9098033662961971,0,0,0,0
p298,-16.248918771743774,-1.6450250148773193,0,0,0.285380296067582,0.5896114302417819,0,0,0,0
p306,-5.241459608078003,3.558601438999176,0,0,0.5692950906258889,0.9355003112650971,0,0,0,0
p255,0.7885687798261642,4.384987950325012,0,0,0.6560330477747082,0.8875433188542491,0,0,0,0
p341,-15.806571245193481,-2.6303818821907043,0,0,0.30357450645869943,0.49271081269617656,0,0,0,0
p258,8.412056565284729,2.6969975233078003,0,0,0.7932621753836415,0.7507635389581372,0,0,0,0
p306,-9.284948706626892,3.5865455865859985,0,0,0.2538517029688222,0.6326702546536092,0,0,0,0
p275,-2.0375388860702515,14.193243980407715,0,0,0.6473081235489981,0.8979309728677213,0,0,0,0
p343,-4.369072914123535,12.554521560668945,0,0,0.46614739177937814,0.9319081410274224,0,0,0,0
p239,0.21305086091160774,3.688303232192993,0,0,0.5695732364177691,0.7486043665591221,0,0,0,0
p226,6.206095814704895,12.531591653823853,0,0,0.7142672609556371,0.8647667233694232,0,0,0,0
p271,-1.573178917169571,13.95840048789978,0,0,0.6416438199736478,0.8914248676489338,0,0,0,0
p267,-4.634127616882324,10.118131637573242,0,0,0.5811516977766554,0.9532839355528556,0,0,0,0
p307,-4.471534490585327,13.55952262878418,0,0,0.5547667631102595,0.942852962785788,0,0,0,0
p287,-6.231212615966797,12.739626169204712,0,0,0.2785890250303951,0.7646293905042965,0,0,0,0
p278,0.12326783500611782,-2.4796071648597717,0,0,0.559103700636767,0.842397090354027,0,0,0,0
p236,-8.478410243988037,13.634494543075562,0,0,0.49620083902274414,0.9875416511147271,0,0,0,0
p251,-8.374595642089844,-1.3020220398902893,0,0,0.40067518807412683,0.7006027745540253,0,0,0,0
p313,-3.488934338092804,7.945342063903809,0,0,0.3808297459844502,0.7346508877491986,0,0,0,0
p301,-3.923909366130829,8.584189414978027,0,0,0.5759447769632621,0.9569605420599818,0,0,0,0
p263,-11.528606414794922,-1.9756031036376953,0,0,0.5056467604022655,0.7525595917845913,0,0,0,0
p241,-11.604995727539062,3.704550564289093,0,0,0.3837976751953216,0.9083635056459826,0,0,0,0
p307,-5.304717421531677,8.355822563171387,0,0,0.5761093606539354,0.8139372125443218,0,0,0,0
p263,-1.7684681713581085,8.801478147506714,0,0,0.5187481704668442,0.9227592509800496,0,0,0,0
p247,-3.636188805103302,8.31542193889618,0,0,0.6784699834232015,0.9818697267553261,0,0,0,0
p303,1.3910625874996185,8.455510139465332,0,0,0.5991794860299644,0.9410855838273104,0,0,0,0
p347,-8.231539726257324,4.522510766983032,0,0,0.3015605154447819,0.7954506588075337,0,0,0,0
p255,3.792639374732971,13.092401027679443,0,0,0.7017889017194285,0.8119007550812201,0,0,0,0
p298,-3.9590704441070557,13.119120597839355,0,0,0.5321706237725952,0.9299296574471835,0,0,0,0
p360,6.110752820968628,3.0716902017593384,0,0,0.8004723653025279,0.9690125006990276,0,0,0,0
p226,-27.816753387451172,-1.8898934125900269,0,0,0.10805891413232402,0.570770900525908,0,0,0,0
p360,4.219903945922852,7.6049017906188965,0,0,0.6339740654205899,0.7826896745888278,0,0,0,0
p263,-7.281677722930908,14.126536846160889,0,0,0.5926949802911066,0.9690503734554041,0,0,0,0
p283,-2.5668230652809143,8.69900107383728,0,0,0.5072050820098111,0.8542697065417343,0,0,0,0
p287,-7.730955481529236,8.37389588356018,0,0,0.4411384522480621,0.8188809995037406,0,0,0,0
p236,-7.187131643295288,13.425557613372803,0,0,0.45035721425831976,0.8854443656366483,0,0,0,0
p246,-4.072632789611816,-1.3534067571163177,0,0,0.3879640822434687,0.824943492635943,0,0,0,0
p231,-1.5791435539722443,7.665125727653503,0,0,0.7307152348008654,0.9198085733980709,0,0,0,0
p279,-5.850019454956055,12.124377489089966,0,0,0.6371514197525019,0.9589752780989016,0,0,0,0
p323,-5.412350296974182,-0.9754503518342972,0,0,0.4877502658590854,0.8083535510281,0,0,0,0
p274,-6.585361957550049,2.8351938724517822,0,0,0.40237023909827796,0.6675339129044351,0,0,0,0
p335,-10.639748573303223,3.1339073181152344,0,0,0.35724026749086846,0.7315380024676427,0,0,0,0
p251,-5.064366459846497,15.265628099441528,0,0,0.5471439985343263,0.9628556566683898,0,0,0,0
p298,-1.8909743428230286,14.604837894439697,0,0,0.641701270974829,0.9402491518427436,0,0,0,0
p308,-10.527024269104004,8.122645616531372,0,0,0.2605728535100654,0.7099753514743381,0,0,0,0
p236,-10.850446224212646,-0.9065300971269608,0,0,0.3467328357771401,0.8065669422280927,0,0,0,0
p275,2.204950302839279,8.399890661239624,0,0,0.6594053440867913,0.8965622662255487,0,0,0,0
p361,-10.669960975646973,7.261192798614502,0,0,0.42616765378759053,0.9406565029686962,0,0,0,0
p351,-2.5737154483795166,-0.6568001210689545,0,0,0.42859249849172515,0.5635588702458737,0,0,0,0
p251,-6.833454370498657,13.849986791610718,0,0,0.48022658768076026,0.8738586589309836,0,0,0,0
p267,-3.5395747423171997,9.123870134353638,0,0,0.5356099912789036,0.8171277036710441,0,0,0,0
p227,-3.116239011287689,12.912957668304443,0,0,0.6454078517089314,0.908781525303339,0,0,0,0
p341,-9.230454564094543,8.138612508773804,0,0,0.3021251616485431,0.7066390770552903,0,0,0,0
p306,-15.392303466796875,-0.9512118995189667,0,0,0.2932961092572207,0.6053159434123118,0,0,0,0
p360,-0.5894393846392632,-2.24544957280159,0,0,0.5560912119019387,0.6256772550491416,0,0,0,0
p306,-18.865294456481934,-1.9188928604125977,0,0,0.21520989584365735,0.6907411078894218,0,0,0,0
p273,6.51622474193573,13.57468843460083,0,0,0.7834494042425162,0.9736795336379964,0,0,0,0
p376,-21.77475929260254,-3.0895161628723145,0,0,0.25805500609618115,0.44557692917593805,0,0,0,0
p293,-8.241150975227356,8.083159923553467,0,0,0.3492227026878916,0.7510406271696449,0,0,0,0
p251,-4.80914831161499,1.9401070475578308,0,0,0.3635741430330406,0.713200889074524,0,0,0,0
p333,-7.651780843734741,13.559656143188477,0,0,0.6022982817652422,0.9589584056681145,0,0,0,0
p292,-5.355798006057739,8.047515153884888,0,0,0.3388179903923825,0.7009362589121086,0,0,0,0
p271,-3.7796685099601746,2.914832830429077,0,0,0.3406631860036037,0.7096465109115273,0,0,0,0
p236,-13.857280015945435,-2.145092338323593,0,0,0.3330535537922602,0.6681016938977835,0,0,0,0
p374,2.3423759639263153,9.368966817855835,0,0,0.5734100892868825,0.7499607689979335,0,0,0,0
p230,-2.38869771361351,-0.7049019634723663,0,0,0.5687763307021146,0.6671718622095054,0,0,0,0
p272,-33.592143058776855,-1.270160973072052,0,0,0.04095808876387294,0.6122027880730936,0,0,0,0
p271,-4.343819618225098,4.12964403629303,0,0,0.47845416025164555,0.9438074685787411,0,0,0,0
p249,-5.598264932632446,3.943398594856262,0,0,0.46459990819303343,0.8354823698007786,0,0,0,0
p239,-2.909901440143585,-0.5996295064687729,0,0,0.5299143040649394,0.8594486042179964,0,0,0,0
p249,2.433210462331772,9.446507096290588,0,0,0.5763290464730693,0.821638433985506,0,0,0,0
p334,-8.724265098571777,14.47189211845398,0,0,0.4022884261141898,0.9509253490628661,0,0,0,0
p281,-0.6151527538895607,9.209108352661133,0,0,0.5291957024027454,0.9281868927424614,0,0,0,0
p295,-0.9828375279903412,-2.1963079273700714,0,0,0.5265461374717241,0.6799390911675556,0,0,0,0
p236,-8.755126595497131,0.8063165098428726,0,0,0.3838444455812968,0.8912033203857903,0,0,0,0
p313,-8.569588661193848,8.348678946495056,0,0,0.5044016226821514,0.8699101824335063,0,0,0,0
p307,-5.650203227996826,-1.6409416496753693,0,0,0.5156112692944976,0.9090296984616943,0,0,0,0
p316,-6.994109153747559,8.59191358089447,0,0,0.30735781114419525,0.8622142019967651,0,0,0,0
p301,0.6283582746982574,13.363598585128784,0,0,0.6017937990890867,0.9980833298822692,0,0,0,0
p316,-7.835134267807007,9.085131883621216,0,0,0.3088582133156758,0.7252688165137497,0,0,0,0
p230,-4.983547925949097,-2.4292492866516113,0,0,0.45699531020809475,0.7546224439866291,0,0,0,0
p273,-8.059015274047852,8.320801258087158,0,0,0.42030606680141247,0.8483756562835697,0,0,0,0
p312,-7.2577232122421265,-2.258943021297455,0,0,0.4213781200499779,0.7194594451044038,0,0,0,0
p241,-7.446568608283997,8.832833170890808,0,0,0.4553527467911503,0.8591100905388951,0,0,0,0
p308,-7.54810094833374,-1.857142448425293,0,0,0.19703661854399807,0.7262754783194856,0,0,0,0
p249,2.720419764518738,8.800733089447021,0,0,0.6527816542070481,0.7537017088800594,0,0,0,0
p293,-7.457689046859741,-2.5857916474342346,0,0,0.5254739278600722,0.8428753801614042,0,0,0,0
p244,-6.9246625900268555,13.24198603630066,0,0,0.45752718851635865,0.812627874718654,0,0,0,0
p374,-8.408409357070923,9.478225708007812,0,0,0.3117563533772632,0.8831971475973099,0,0,0,0
p274,-1.497095674276352,3.0896198749542236,0,0,0.6881371565750378,0.9484402636721493,0,0,0,0
p272,1.0740859061479568,-3.180682063102722,0,0,0.5967725033411171,0.8029512602758684,0,0,0,0
p312,-8.13733696937561,13.731411695480347,0,0,0.2861063664042754,0.9648539968088974,0,0,0,0
p302,0.38428306579589844,8.360821604728699,0,0,0.5227986524675645,0.8392346989569148,0,0,0,0
p266,0.7908957451581955,7.3598140478134155,0,0,0.5878136830537001,0.7325204739875208,0,0,0,0
p341,-12.684603929519653,-1.3415928184986115,0,0,0.35712969183927845,0.6748486711485129,0,0,0,0
p312,-10.433379411697388,13.017624616622925,0,0,0.4333249149426751,0.9627801717001021,0,0,0,0
p334,-11.062533855438232,-2.190782129764557,0,0,0.20279380843072156,0.5870667705735544,0,0,0,0
p298,-4.849710464477539,12.78748869895935,0,0,0.5827594649201915,0.9850454630206035,0,0,0,0
p308,-7.396264672279358,4.301666617393494,0,0,0.4601701222424613,0.9015706587504996,0,0,0,0
p298,-11.273590326309204,-2.1090319752693176,0,0,0.40160959958942966,0.7351476947275059,0,0,0,0
p237,2.5593918561935425,2.4084945023059845,0,0,0.5871742038415908,0.718493389999499,0,0,0,0
p241,-11.089439392089844,2.9815244674682617,0,0,0.5340947162043038,0.8001981731809876,0,0,0,0
p286,-18.765500783920288,3.3555179834365845,0,0,0.21630699533430664,0.7986050413344279,0,0,0,0
p351,6.429046392440796,13.720412254333496,0,0,0.7594841034295454,0.8219489218067804,0,0,0,0
p277,-8.825498819351196,-0.8290459215641022,0,0,0.39251024922647815,0.5960688090551757,0,0,0,0
p231,6.512335538864136,8.594763278961182,0,0,0.681771985853012,0.8287496769224358,0,0,0,0
p270,-6.199551820755005,4.163135886192322,0,0,0.357220403698983,0.8585265047616737,0,0,0,0
p270,3.363167643547058,13.321962356567383,0,0,0.7048902275281124,0.7687408451446919,0,0,0,0
p286,-6.0932546854019165,14.191529750823975,0,0,0.5241050481864631,0.9886870194904828,0,0,0,0
p226,-4.006443023681641,14.125465154647827,0,0,0.5368385771067843,0.9749339347823831,0,0,0,0
p271,-6.867733597755432,13.10181975364685,0,0,0.5313287863261198,0.9580937893494123,0,0,0,0
p249,-3.2842710614204407,8.585605025291443,0,0,0.7846649598963553,0.8766983441049978,0,0,0,0
p326,-9.994949102401733,-1.0144758969545364,0,0,0.3832413555159652,0.777758290123639,0,0,0,0
p334,-12.570550441741943,3.8536295294761658,0,0,0.2777983429871583,0.6345291832900907,0,0,0,0
p293,-11.145586967468262,-1.5846636891365051,0,0,0.2613275878466227,0.6319074716597446,0,0,0,0
p264,7.574089765548706,-2.4811919033527374,0,0,0.7011018799524309,0.7643951048762232,0,0,0,0
p250,-14.03039813041687,3.8740867376327515,0,0,0.23749966840707976,0.7970123255301474,0,0,0,0
p304,-8.364095091819763,9.211031198501587,0,0,0.4582791281851262,0.9499476648915004,0,0,0,0
p256,-16.923518180847168,-1.5324540436267853,0,0,0.21149425416320478,0.7169043688422662,0,0,0,0
p254,-7.84313440322876,4.4593364000320435,0,0,0.3592545524980537,0.807296631411789,0,0,0,0
p236,-10.116788148880005,4.049507677555084,0,0,0.29494291364215064,0.7159886440522996,0,0,0,0
p270,2.498645931482315,14.49144959449768,0,0,0.6379216662626838,0.9608491212436331,0,0,0,0
p351,4.753165245056152,-0.2536476217210293,0,0,0.7115677356211214,0.6765569834530848,0,0,0,0
p276,-6.538235545158386,8.157283663749695,0,0,0.404970066609897,0.7743333904771131,0,0,0,0
p251,-1.6590611636638641,14.205608367919922,0,0,0.5488945462455677,0.9452475076810816,0,0,0,0
p264,-2.5563010573387146,-1.929793506860733,0,0,0.42082645442177236,0.5700891092591033,0,0,0,0
p231,-1.5311743319034576,3.5462012887001038,0,0,0.626609650275229,0.7847321571654918,0,0,0,0
p313,-4.6551379561424255,7.56725549697876,0,0,0.4709166608607389,0.7795386267481771,0,0,0,0
p283,-3.080280125141144,3.7987253069877625,0,0,0.4626312741475947,0.8433140073725789,0,0,0,0
p282,-4.907397627830505,-2.4216005206108093,0,0,0.34713440211088115,0.605165635143478,0,0,0,0
p343,-7.891066670417786,8.331952095031738,0,0,0.28433029548365063,0.7959559412397468,0,0,0,0
p266,-9.80370819568634,10.452207326889038,0,0,0.3361238079392297,0.9298911315030376,0,0,0,0
p347,-4.455145597457886,13.566948175430298,0,0,0.4953503877209432,0.8745545876852088,0,0,0,0
p278,-1.7193856835365295,4.042811393737793,0,0,0.5382254318333022,0.890797262826036,0,0,0,0
p237,0.7729660719633102,4.01313990354538,0,0,0.5896576499336136,0.7536855305087615,0,0,0,0
p293,-12.080154418945312,-2.342628389596939,0,0,0.2725791496979958,0.5871015735505208,0,0,0,0
p314,-7.2175681591033936,8.734679222106934,0,0,0.4664520522256903,0.7887353761519873,0,0,0,0
p277,3.122311532497406,9.253453612327576,0,0,0.6542636855579176,0.9766461515073097,0,0,0,0
p293,-9.788395762443542,-0.8844637870788574,0,0,0.44033930698637164,0.7560898063413897,0,0,0,0
p270,0.5420414358377457,-0.1011513452976942,0,0,0.48221298447060623,0.7058167752075882,0,0,0,0
p260,-5.272125005722046,-3.448144495487213,0,0,0.5313363982035918,0.6014739818364039,0,0,0,0
p306,-12.979551553726196,14.256976842880249,0,0,0.1317802891041254,0.5817529256550436,0,0,0,0
p305,-8.107882738113403,4.744369387626648,0,0,0.3955772481197569,0.9478132766656507,0,0,0,0
p264,-1.7524532973766327,13.614144325256348,0,0,0.647136860248785,0.9276061237303956,0,0,0,0
p228,3.788800835609436,13.583811521530151,0,0,0.745061383461777,0.9737702194866934,0,0,0,0
